diputado,bloque,proyecto,voto
D040,Unión por la Patria,boleta_unica,favor
D040,Unión por la Patria,ficha_limpia,favor
D040,Unión por la Patria,reforma_politica,contra
D040,Unión por la Patria,dnu_delegadas,contra
D040,Unión por la Patria,tarifas_energia,contra
D041,Unión por la Patria,ley_bases,contra
D041,Unión por la Patria,reforma_laboral,contra
D041,Unión por la Patria,presupuesto,favor
D041,Unión por la Patria,privatizaciones,contra
D041,Unión por la Patria,retenciones_agro,contra
D041,Unión por la Patria,coparticipacion,favor
D041,Unión por la Patria,obra_publica_prov,favor
D041,Unión por la Patria,emergencia_jubilados,favor
D041,Unión por la Patria,financiamiento_univ,favor
D041,Unión por la Patria,salud_emergencia,favor
D041,Unión por la Patria,boleta_unica,favor
D041,Unión por la Patria,ficha_limpia,contra
D041,Unión por la Patria,reforma_politica,favor
D041,Unión por la Patria,dnu_delegadas,contra
D041,Unión por la Patria,tarifas_energia,contra
D042,Unión por la Patria,ley_bases,contra
D042,Unión por la Patria,reforma_laboral,contra
D042,Unión por la Patria,presupuesto,contra
D042,Unión por la Patria,privatizaciones,contra
D042,Unión por la Patria,retenciones_agro,contra
D042,Unión por la Patria,coparticipacion,favor
D042,Unión por la Patria,obra_publica_prov,favor
D042,Unión por la Patria,emergencia_jubilados,favor
D042,Unión por la Patria,financiamiento_univ,favor
D042,Unión por la Patria,salud_emergencia,ausente
D042,Unión por la Patria,boleta_unica,favor
D042,Unión por la Patria,ficha_limpia,ausente
D042,Unión por la Patria,reforma_politica,contra
D042,Unión por la Patria,dnu_delegadas,contra
D042,Unión por la Patria,tarifas_energia,contra
D043,Unión por la Patria,ley_bases,contra
D043,Unión por la Patria,reforma_laboral,contra
D043,Unión por la Patria,presupuesto,contra
D043,Unión por la Patria,privatizaciones,contra
D043,Unión por la Patria,retenciones_agro,contra
D043,Unión por la Patria,coparticipacion,favor
D043,Unión por la Patria,obra_publica_prov,favor
D043,Unión por la Patria,emergencia_jubilados,favor
D043,Unión por la Patria,financiamiento_univ,favor
D043,Unión por la Patria,salud_emergencia,favor
D043,Unión por la Patria,boleta_unica,contra
D043,Unión por la Patria,ficha_limpia,contra
D043,Unión por la Patria,reforma_politica,contra
D043,Unión por la Patria,dnu_delegadas,contra
D043,Unión por la Patria,tarifas_energia,contra
D044,Unión por la Patria,ley_bases,contra
D044,Unión por la Patria,reforma_laboral,contra
D044,Unión por la Patria,presupuesto,favor
D044,Unión por la Patria,privatizaciones,contra
D044,Unión por la Patria,retenciones_agro,contra
D044,Unión por la Patria,coparticipacion,favor
D044,Unión por la Patria,obra_publica_prov,favor
D044,Unión por la Patria,emergencia_jubilados,favor
D044,Unión por la Patria,financiamiento_univ,favor
D044,Unión por la Patria,salud_emergencia,ausente
D044,Unión por la Patria,boleta_unica,favor
D044,Unión por la Patria,ficha_limpia,contra
D044,Unión por la Patria,reforma_politica,favor
D044,Unión por la Patria,dnu_delegadas,contra
D044,Unión por la Patria,tarifas_energia,contra
D045,Unión por la Patria,ley_bases,contra
D045,Unión por la Patria,reforma_laboral,contra
D045,Unión por la Patria,presupuesto,contra
D045,Unión por la Patria,privatizaciones,contra
D045,Unión por la Patria,retenciones_agro,contra
D045,Unión por la Patria,coparticipacion,favor
D045,Unión por la Patria,obra_publica_prov,favor
D045,Unión por la Patria,emergencia_jubilados,favor
D045,Unión por la Patria,financiamiento_univ,favor
D045,Unión por la Patria,salud_emergencia,favor
D045,Unión por la Patria,boleta_unica,contra
D045,Unión por la Patria,ficha_limpia,favor
D045,Unión por la Patria,reforma_politica,contra
D045,Unión por la Patria,dnu_delegadas,contra
D045,Unión por la Patria,tarifas_energia,contra
D046,Unión por la Patria,ley_bases,contra
D046,Unión por la Patria,reforma_laboral,contra
D046,Unión por la Patria,presupuesto,contra
D046,Unión por la Patria,privatizaciones,contra
D046,Unión por la Patria,retenciones_agro,contra
D046,Unión por la Patria,coparticipacion,favor
D046,Unión por la Patria,obra_publica_prov,favor
D046,Unión por la Patria,emergencia_jubilados,favor
D046,Unión por la Patria,financiamiento_univ,favor
D046,Unión por la Patria,salud_emergencia,favor
D046,Unión por la Patria,boleta_unica,ausente
D046,Unión por la Patria,ficha_limpia,favor
D046,Unión por la Patria,reforma_politica,contra
D046,Unión por la Patria,dnu_delegadas,contra
D046,Unión por la Patria,tarifas_energia,contra
D047,Unión por la Patria,ley_bases,contra
D047,Unión por la Patria,reforma_laboral,contra
D047,Unión por la Patria,presupuesto,contra
D047,Unión por la Patria,privatizaciones,contra
D047,Unión por la Patria,retenciones_agro,contra
D047,Unión por la Patria,coparticipacion,ausente
D047,Unión por la Patria,obra_publica_prov,favor
D047,Unión por la Patria,emergencia_jubilados,contra
D047,Unión por la Patria,financiamiento_univ,favor
D047,Unión por la Patria,salud_emergencia,favor
D047,Unión por la Patria,boleta_unica,contra
D047,Unión por la Patria,ficha_limpia,contra
D047,Unión por la Patria,reforma_politica,favor
D047,Unión por la Patria,dnu_delegadas,contra
D047,Unión por la Patria,tarifas_energia,contra
D048,Unión por la Patria,ley_bases,contra
D048,Unión por la Patria,reforma_laboral,ausente
D048,Unión por la Patria,presupuesto,contra
D048,Unión por la Patria,privatizaciones,contra
D048,Unión por la Patria,retenciones_agro,contra
D048,Unión por la Patria,coparticipacion,favor
D048,Unión por la Patria,obra_publica_prov,favor
D048,Unión por la Patria,emergencia_jubilados,favor
D048,Unión por la Patria,financiamiento_univ,favor
D048,Unión por la Patria,salud_emergencia,favor
D048,Unión por la Patria,boleta_unica,ausente
D048,Unión por la Patria,ficha_limpia,contra
D048,Unión por la Patria,reforma_politica,favor
D048,Unión por la Patria,dnu_delegadas,contra
D048,Unión por la Patria,tarifas_energia,favor
D049,Unión por la Patria,ley_bases,ausente
D049,Unión por la Patria,reforma_laboral,contra
D049,Unión por la Patria,presupuesto,contra
D049,Unión por la Patria,privatizaciones,contra
D049,Unión por la Patria,retenciones_agro,contra
D049,Unión por la Patria,coparticipacion,ausente
D049,Unión por la Patria,obra_publica_prov,favor
D049,Unión por la Patria,emergencia_jubilados,favor
D049,Unión por la Patria,financiamiento_univ,favor
D049,Unión por la Patria,salud_emergencia,favor
D049,Unión por la Patria,boleta_unica,favor
D049,Unión por la Patria,ficha_limpia,favor
D049,Unión por la Patria,reforma_politica,contra
D049,Unión por la Patria,dnu_delegadas,contra
D049,Unión por la Patria,tarifas_energia,contra
D050,Unión por la Patria,ley_bases,contra
D050,Unión por la Patria,reforma_laboral,contra
D050,Unión por la Patria,presupuesto,favor
D050,Unión por la Patria,privatizaciones,contra
D050,Unión por la Patria,retenciones_agro,contra
D050,Unión por la Patria,coparticipacion,favor
D050,Unión por la Patria,obra_publica_prov,favor
D050,Unión por la Patria,emergencia_jubilados,favor
D050,Unión por la Patria,financiamiento_univ,favor
D050,Unión por la Patria,salud_emergencia,favor
D050,Unión por la Patria,boleta_unica,contra
D050,Unión por la Patria,ficha_limpia,favor
D050,Unión por la Patria,reforma_politica,favor
D050,Unión por la Patria,dnu_delegadas,contra
D050,Unión por la Patria,tarifas_energia,contra
D051,Unión por la Patria,ley_bases,contra
D051,Unión por la Patria,reforma_laboral,contra
D051,Unión por la Patria,presupuesto,contra
D051,Unión por la Patria,privatizaciones,contra
D051,Unión por la Patria,retenciones_agro,favor
D051,Unión por la Patria,coparticipacion,ausente
D051,Unión por la Patria,obra_publica_prov,favor
D051,Unión por la Patria,emergencia_jubilados,favor
D051,Unión por la Patria,financiamiento_univ,favor
D051,Unión por la Patria,salud_emergencia,favor
D051,Unión por la Patria,boleta_unica,contra
D051,Unión por la Patria,ficha_limpia,favor
D051,Unión por la Patria,reforma_politica,contra
D051,Unión por la Patria,dnu_delegadas,contra
D051,Unión por la Patria,tarifas_energia,ausente
D052,Unión por la Patria,ley_bases,contra
D052,Unión por la Patria,reforma_laboral,contra
D052,Unión por la Patria,presupuesto,contra
D052,Unión por la Patria,privatizaciones,contra
D052,Unión por la Patria,retenciones_agro,contra
D052,Unión por la Patria,coparticipacion,favor
D052,Unión por la Patria,obra_publica_prov,favor
D052,Unión por la Patria,emergencia_jubilados,ausente
D052,Unión por la Patria,financiamiento_univ,favor
D052,Unión por la Patria,salud_emergencia,contra
D052,Unión por la Patria,boleta_unica,contra
D052,Unión por la Patria,ficha_limpia,favor
D052,Unión por la Patria,reforma_politica,favor
D052,Unión por la Patria,dnu_delegadas,contra
D052,Unión por la Patria,tarifas_energia,contra
D053,Unión por la Patria,ley_bases,contra
D053,Unión por la Patria,reforma_laboral,contra
D053,Unión por la Patria,presupuesto,contra
D053,Unión por la Patria,privatizaciones,contra
D053,Unión por la Patria,retenciones_agro,ausente
D053,Unión por la Patria,coparticipacion,contra
D053,Unión por la Patria,obra_publica_prov,contra
D053,Unión por la Patria,emergencia_jubilados,favor
D053,Unión por la Patria,financiamiento_univ,favor
D053,Unión por la Patria,salud_emergencia,favor
D053,Unión por la Patria,boleta_unica,favor
D053,Unión por la Patria,ficha_limpia,favor
D053,Unión por la Patria,reforma_politica,contra
D053,Unión por la Patria,dnu_delegadas,contra
D053,Unión por la Patria,tarifas_energia,contra
D054,Unión por la Patria,ley_bases,contra
D054,Unión por la Patria,reforma_laboral,contra
D054,Unión por la Patria,presupuesto,contra
D054,Unión por la Patria,privatizaciones,contra
D054,Unión por la Patria,retenciones_agro,contra
D054,Unión por la Patria,coparticipacion,favor
D054,Unión por la Patria,obra_publica_prov,favor
D054,Unión por la Patria,emergencia_jubilados,ausente
D054,Unión por la Patria,financiamiento_univ,favor
D054,Unión por la Patria,salud_emergencia,favor
D054,Unión por la Patria,boleta_unica,contra
D054,Unión por la Patria,ficha_limpia,contra
D054,Unión por la Patria,reforma_politica,contra
D054,Unión por la Patria,dnu_delegadas,contra
D054,Unión por la Patria,tarifas_energia,favor
D055,Unión por la Patria,ley_bases,contra
D055,Unión por la Patria,reforma_laboral,contra
D055,Unión por la Patria,presupuesto,contra
D055,Unión por la Patria,privatizaciones,contra
D055,Unión por la Patria,retenciones_agro,contra
D055,Unión por la Patria,coparticipacion,favor
D055,Unión por la Patria,obra_publica_prov,favor
D055,Unión por la Patria,emergencia_jubilados,favor
D055,Unión por la Patria,financiamiento_univ,favor
D055,Unión por la Patria,salud_emergencia,favor
D055,Unión por la Patria,boleta_unica,favor
D055,Unión por la Patria,ficha_limpia,favor
D055,Unión por la Patria,reforma_politica,favor
D055,Unión por la Patria,dnu_delegadas,contra
D055,Unión por la Patria,tarifas_energia,contra
D056,Unión por la Patria,ley_bases,contra
D056,Unión por la Patria,reforma_laboral,contra
D056,Unión por la Patria,presupuesto,contra
D056,Unión por la Patria,privatizaciones,contra
D056,Unión por la Patria,retenciones_agro,favor
D056,Unión por la Patria,coparticipacion,favor
D056,Unión por la Patria,obra_publica_prov,favor
D056,Unión por la Patria,emergencia_jubilados,ausente
D056,Unión por la Patria,financiamiento_univ,favor
D056,Unión por la Patria,salud_emergencia,favor
D056,Unión por la Patria,boleta_unica,favor
D056,Unión por la Patria,ficha_limpia,contra
D056,Unión por la Patria,reforma_politica,contra
D056,Unión por la Patria,dnu_delegadas,contra
D056,Unión por la Patria,tarifas_energia,contra
D057,Unión por la Patria,ley_bases,contra
D057,Unión por la Patria,reforma_laboral,contra
D057,Unión por la Patria,presupuesto,contra
D057,Unión por la Patria,privatizaciones,contra
D057,Unión por la Patria,retenciones_agro,favor
D057,Unión por la Patria,coparticipacion,favor
D057,Unión por la Patria,obra_publica_prov,contra
D057,Unión por la Patria,emergencia_jubilados,favor
D057,Unión por la Patria,financiamiento_univ,ausente
D057,Unión por la Patria,salud_emergencia,favor
D057,Unión por la Patria,boleta_unica,favor
D057,Unión por la Patria,ficha_limpia,favor
D057,Unión por la Patria,reforma_politica,contra
D057,Unión por la Patria,dnu_delegadas,contra
D057,Unión por la Patria,tarifas_energia,contra
D058,Unión por la Patria,ley_bases,contra
D058,Unión por la Patria,reforma_laboral,contra
D058,Unión por la Patria,presupuesto,ausente
D058,Unión por la Patria,privatizaciones,contra
D058,Unión por la Patria,retenciones_agro,contra
D058,Unión por la Patria,coparticipacion,contra
D058,Unión por la Patria,obra_publica_prov,favor
D058,Unión por la Patria,emergencia_jubilados,favor
D058,Unión por la Patria,financiamiento_univ,favor
D058,Unión por la Patria,salud_emergencia,favor
D058,Unión por la Patria,boleta_unica,favor
D058,Unión por la Patria,ficha_limpia,contra
D058,Unión por la Patria,reforma_politica,contra
D058,Unión por la Patria,dnu_delegadas,contra
D058,Unión por la Patria,tarifas_energia,contra
D059,Unión por la Patria,ley_bases,contra
D059,Unión por la Patria,reforma_laboral,contra
D059,Unión por la Patria,presupuesto,contra
D059,Unión por la Patria,privatizaciones,contra
D059,Unión por la Patria,retenciones_agro,contra
D059,Unión por la Patria,coparticipacion,favor
D059,Unión por la Patria,obra_publica_prov,favor
D059,Unión por la Patria,emergencia_jubilados,favor
D059,Unión por la Patria,financiamiento_univ,favor
D059,Unión por la Patria,salud_emergencia,favor
D059,Unión por la Patria,boleta_unica,contra
D059,Unión por la Patria,ficha_limpia,ausente
D059,Unión por la Patria,reforma_politica,contra
D059,Unión por la Patria,dnu_delegadas,contra
D059,Unión por la Patria,tarifas_energia,contra
D060,Unión por la Patria,ley_bases,favor
D060,Unión por la Patria,reforma_laboral,contra
D060,Unión por la Patria,presupuesto,contra
D060,Unión por la Patria,privatizaciones,contra
D060,Unión por la Patria,retenciones_agro,contra
D060,Unión por la Patria,coparticipacion,favor
D060,Unión por la Patria,obra_publica_prov,favor
D060,Unión por la Patria,emergencia_jubilados,favor
D060,Unión por la Patria,financiamiento_univ,favor
D060,Unión por la Patria,salud_emergencia,favor
D060,Unión por la Patria,boleta_unica,contra
D060,Unión por la Patria,ficha_limpia,favor
D060,Unión por la Patria,reforma_politica,contra
D060,Unión por la Patria,dnu_delegadas,contra
D060,Unión por la Patria,tarifas_energia,contra
D061,Unión por la Patria,ley_bases,contra
D061,Unión por la Patria,reforma_laboral,contra
D061,Unión por la Patria,presupuesto,contra
D061,Unión por la Patria,privatizaciones,contra
D061,Unión por la Patria,retenciones_agro,contra
D061,Unión por la Patria,coparticipacion,favor
D061,Unión por la Patria,obra_publica_prov,favor
D061,Unión por la Patria,emergencia_jubilados,contra
D061,Unión por la Patria,financiamiento_univ,ausente
D061,Unión por la Patria,salud_emergencia,favor
D061,Unión por la Patria,boleta_unica,favor
D061,Unión por la Patria,ficha_limpia,contra
D061,Unión por la Patria,reforma_politica,favor
D061,Unión por la Patria,dnu_delegadas,contra
D061,Unión por la Patria,tarifas_energia,contra
D062,Unión por la Patria,ley_bases,contra
D062,Unión por la Patria,reforma_laboral,favor
D062,Unión por la Patria,presupuesto,favor
D062,Unión por la Patria,privatizaciones,contra
D062,Unión por la Patria,retenciones_agro,contra
D062,Unión por la Patria,coparticipacion,favor
D062,Unión por la Patria,obra_publica_prov,favor
D062,Unión por la Patria,emergencia_jubilados,favor
D062,Unión por la Patria,financiamiento_univ,favor
D062,Unión por la Patria,salud_emergencia,favor
D062,Unión por la Patria,boleta_unica,favor
D062,Unión por la Patria,ficha_limpia,favor
D062,Unión por la Patria,reforma_politica,favor
D062,Unión por la Patria,dnu_delegadas,contra
D062,Unión por la Patria,tarifas_energia,contra
D063,Unión por la Patria,ley_bases,contra
D063,Unión por la Patria,reforma_laboral,contra
D063,Unión por la Patria,presupuesto,contra
D063,Unión por la Patria,privatizaciones,contra
D063,Unión por la Patria,retenciones_agro,contra
D063,Unión por la Patria,coparticipacion,favor
D063,Unión por la Patria,obra_publica_prov,favor
D063,Unión por la Patria,emergencia_jubilados,favor
D063,Unión por la Patria,financiamiento_univ,favor
D063,Unión por la Patria,salud_emergencia,favor
D063,Unión por la Patria,boleta_unica,favor
D063,Unión por la Patria,ficha_limpia,favor
D063,Unión por la Patria,reforma_politica,contra
D063,Unión por la Patria,dnu_delegadas,contra
D063,Unión por la Patria,tarifas_energia,contra
D064,Unión por la Patria,ley_bases,contra
D064,Unión por la Patria,reforma_laboral,contra
D064,Unión por la Patria,presupuesto,ausente
D064,Unión por la Patria,privatizaciones,contra
D064,Unión por la Patria,retenciones_agro,contra
D064,Unión por la Patria,coparticipacion,favor
D064,Unión por la Patria,obra_publica_prov,favor
D064,Unión por la Patria,emergencia_jubilados,favor
D064,Unión por la Patria,financiamiento_univ,favor
D064,Unión por la Patria,salud_emergencia,favor
D064,Unión por la Patria,boleta_unica,contra
D064,Unión por la Patria,ficha_limpia,favor
D064,Unión por la Patria,reforma_politica,contra
D064,Unión por la Patria,dnu_delegadas,contra
D064,Unión por la Patria,tarifas_energia,ausente
D065,Unión por la Patria,ley_bases,contra
D065,Unión por la Patria,reforma_laboral,contra
D065,Unión por la Patria,presupuesto,contra
D065,Unión por la Patria,privatizaciones,contra
D065,Unión por la Patria,retenciones_agro,contra
D065,Unión por la Patria,coparticipacion,favor
D065,Unión por la Patria,obra_publica_prov,favor
D065,Unión por la Patria,emergencia_jubilados,favor
D065,Unión por la Patria,financiamiento_univ,favor
D065,Unión por la Patria,salud_emergencia,favor
D065,Unión por la Patria,boleta_unica,favor
D065,Unión por la Patria,ficha_limpia,contra
D065,Unión por la Patria,reforma_politica,favor
D065,Unión por la Patria,dnu_delegadas,contra
D065,Unión por la Patria,tarifas_energia,contra
D066,Unión por la Patria,ley_bases,contra
D066,Unión por la Patria,reforma_laboral,contra
D066,Unión por la Patria,presupuesto,contra
D066,Unión por la Patria,privatizaciones,ausente
D066,Unión por la Patria,retenciones_agro,contra
D066,Unión por la Patria,coparticipacion,favor
D066,Unión por la Patria,obra_publica_prov,favor
D066,Unión por la Patria,emergencia_jubilados,favor
D066,Unión por la Patria,financiamiento_univ,ausente
D066,Unión por la Patria,salud_emergencia,favor
D066,Unión por la Patria,boleta_unica,favor
D066,Unión por la Patria,ficha_limpia,ausente
D066,Unión por la Patria,reforma_politica,favor
D066,Unión por la Patria,dnu_delegadas,contra
D066,Unión por la Patria,tarifas_energia,contra
D067,Unión por la Patria,ley_bases,contra
D067,Unión por la Patria,reforma_laboral,contra
D067,Unión por la Patria,presupuesto,contra
D067,Unión por la Patria,privatizaciones,contra
D067,Unión por la Patria,retenciones_agro,contra
D067,Unión por la Patria,coparticipacion,favor
D067,Unión por la Patria,obra_publica_prov,favor
D067,Unión por la Patria,emergencia_jubilados,favor
D067,Unión por la Patria,financiamiento_univ,favor
D067,Unión por la Patria,salud_emergencia,favor
D067,Unión por la Patria,boleta_unica,favor
D067,Unión por la Patria,ficha_limpia,favor
D067,Unión por la Patria,reforma_politica,favor
D067,Unión por la Patria,dnu_delegadas,contra
D067,Unión por la Patria,tarifas_energia,contra
D068,Unión por la Patria,ley_bases,contra
D068,Unión por la Patria,reforma_laboral,contra
D068,Unión por la Patria,presupuesto,contra
D068,Unión por la Patria,privatizaciones,contra
D068,Unión por la Patria,retenciones_agro,contra
D068,Unión por la Patria,coparticipacion,contra
D068,Unión por la Patria,obra_publica_prov,favor
D068,Unión por la Patria,emergencia_jubilados,favor
D068,Unión por la Patria,financiamiento_univ,ausente
D068,Unión por la Patria,salud_emergencia,favor
D068,Unión por la Patria,boleta_unica,favor
D068,Unión por la Patria,ficha_limpia,favor
D068,Unión por la Patria,reforma_politica,contra
D068,Unión por la Patria,dnu_delegadas,contra
D068,Unión por la Patria,tarifas_energia,contra
D069,Unión por la Patria,ley_bases,contra
D069,Unión por la Patria,reforma_laboral,contra
D069,Unión por la Patria,presupuesto,contra
D069,Unión por la Patria,privatizaciones,contra
D069,Unión por la Patria,retenciones_agro,contra
D069,Unión por la Patria,coparticipacion,favor
D069,Unión por la Patria,obra_publica_prov,ausente
D069,Unión por la Patria,emergencia_jubilados,favor
D069,Unión por la Patria,financiamiento_univ,favor
D069,Unión por la Patria,salud_emergencia,favor
D069,Unión por la Patria,boleta_unica,favor
D069,Unión por la Patria,ficha_limpia,favor
D069,Unión por la Patria,reforma_politica,contra
D069,Unión por la Patria,dnu_delegadas,contra
D069,Unión por la Patria,tarifas_energia,contra
D070,Unión por la Patria,ley_bases,contra
D070,Unión por la Patria,reforma_laboral,contra
D070,Unión por la Patria,presupuesto,contra
D070,Unión por la Patria,privatizaciones,contra
D070,Unión por la Patria,retenciones_agro,contra
D070,Unión por la Patria,coparticipacion,favor
D070,Unión por la Patria,obra_publica_prov,contra
D070,Unión por la Patria,emergencia_jubilados,favor
D070,Unión por la Patria,financiamiento_univ,favor
D070,Unión por la Patria,salud_emergencia,contra
D070,Unión por la Patria,boleta_unica,contra
D070,Unión por la Patria,ficha_limpia,favor
D070,Unión por la Patria,reforma_politica,favor
D070,Unión por la Patria,dnu_delegadas,contra
D070,Unión por la Patria,tarifas_energia,contra
D071,Unión por la Patria,ley_bases,contra
D071,Unión por la Patria,reforma_laboral,contra
D071,Unión por la Patria,presupuesto,contra
D071,Unión por la Patria,privatizaciones,contra
D071,Unión por la Patria,retenciones_agro,contra
D071,Unión por la Patria,coparticipacion,favor
D071,Unión por la Patria,obra_publica_prov,favor
D071,Unión por la Patria,emergencia_jubilados,favor
D071,Unión por la Patria,financiamiento_univ,favor
D071,Unión por la Patria,salud_emergencia,favor
D071,Unión por la Patria,boleta_unica,contra
D071,Unión por la Patria,ficha_limpia,contra
D071,Unión por la Patria,reforma_politica,contra
D071,Unión por la Patria,dnu_delegadas,contra
D071,Unión por la Patria,tarifas_energia,ausente
D072,Unión por la Patria,ley_bases,contra
D072,Unión por la Patria,reforma_laboral,contra
D072,Unión por la Patria,presupuesto,contra
D072,Unión por la Patria,privatizaciones,contra
D072,Unión por la Patria,retenciones_agro,contra
D072,Unión por la Patria,coparticipacion,favor
D072,Unión por la Patria,obra_publica_prov,favor
D072,Unión por la Patria,emergencia_jubilados,favor
D072,Unión por la Patria,financiamiento_univ,favor
D072,Unión por la Patria,salud_emergencia,favor
D072,Unión por la Patria,boleta_unica,ausente
D072,Unión por la Patria,ficha_limpia,contra
D072,Unión por la Patria,reforma_politica,favor
D072,Unión por la Patria,dnu_delegadas,contra
D072,Unión por la Patria,tarifas_energia,contra
D073,Unión por la Patria,ley_bases,contra
D073,Unión por la Patria,reforma_laboral,contra
D073,Unión por la Patria,presupuesto,favor
D073,Unión por la Patria,privatizaciones,contra
D073,Unión por la Patria,retenciones_agro,contra
D073,Unión por la Patria,coparticipacion,favor
D073,Unión por la Patria,obra_publica_prov,favor
D073,Unión por la Patria,emergencia_jubilados,favor
D073,Unión por la Patria,financiamiento_univ,favor
D073,Unión por la Patria,salud_emergencia,favor
D073,Unión por la Patria,boleta_unica,contra
D073,Unión por la Patria,ficha_limpia,contra
D073,Unión por la Patria,reforma_politica,favor
D073,Unión por la Patria,dnu_delegadas,contra
D073,Unión por la Patria,tarifas_energia,contra
D074,Unión por la Patria,ley_bases,contra
D074,Unión por la Patria,reforma_laboral,contra
D074,Unión por la Patria,presupuesto,contra
D074,Unión por la Patria,privatizaciones,contra
D074,Unión por la Patria,retenciones_agro,contra
D074,Unión por la Patria,coparticipacion,favor
D074,Unión por la Patria,obra_publica_prov,favor
D074,Unión por la Patria,emergencia_jubilados,favor
D074,Unión por la Patria,financiamiento_univ,favor
D074,Unión por la Patria,salud_emergencia,favor
D074,Unión por la Patria,boleta_unica,favor
D074,Unión por la Patria,ficha_limpia,contra
D074,Unión por la Patria,reforma_politica,favor
D074,Unión por la Patria,dnu_delegadas,contra
D074,Unión por la Patria,tarifas_energia,contra
D075,Unión por la Patria,ley_bases,contra
D075,Unión por la Patria,reforma_laboral,contra
D075,Unión por la Patria,presupuesto,contra
D075,Unión por la Patria,privatizaciones,contra
D075,Unión por la Patria,retenciones_agro,favor
D075,Unión por la Patria,coparticipacion,favor
D075,Unión por la Patria,obra_publica_prov,favor
D075,Unión por la Patria,emergencia_jubilados,favor
D075,Unión por la Patria,financiamiento_univ,contra
D075,Unión por la Patria,salud_emergencia,favor
D075,Unión por la Patria,boleta_unica,favor
D075,Unión por la Patria,ficha_limpia,favor
D075,Unión por la Patria,reforma_politica,favor
D075,Unión por la Patria,dnu_delegadas,contra
D075,Unión por la Patria,tarifas_energia,contra
D076,Unión por la Patria,ley_bases,contra
D076,Unión por la Patria,reforma_laboral,contra
D076,Unión por la Patria,presupuesto,contra
D076,Unión por la Patria,privatizaciones,contra
D076,Unión por la Patria,retenciones_agro,contra
D076,Unión por la Patria,coparticipacion,contra
D076,Unión por la Patria,obra_publica_prov,favor
D076,Unión por la Patria,emergencia_jubilados,favor
D076,Unión por la Patria,financiamiento_univ,favor
D076,Unión por la Patria,salud_emergencia,favor
D076,Unión por la Patria,boleta_unica,favor
D076,Unión por la Patria,ficha_limpia,favor
D076,Unión por la Patria,reforma_politica,contra
D076,Unión por la Patria,dnu_delegadas,contra
D076,Unión por la Patria,tarifas_energia,contra
D077,Unión por la Patria,ley_bases,contra
D077,Unión por la Patria,reforma_laboral,contra
D077,Unión por la Patria,presupuesto,contra
D077,Unión por la Patria,privatizaciones,contra
D077,Unión por la Patria,retenciones_agro,contra
D077,Unión por la Patria,coparticipacion,favor
D077,Unión por la Patria,obra_publica_prov,favor
D077,Unión por la Patria,emergencia_jubilados,favor
D077,Unión por la Patria,financiamiento_univ,favor
D077,Unión por la Patria,salud_emergencia,favor
D077,Unión por la Patria,boleta_unica,favor
D077,Unión por la Patria,ficha_limpia,favor
D077,Unión por la Patria,reforma_politica,contra
D077,Unión por la Patria,dnu_delegadas,contra
D077,Unión por la Patria,tarifas_energia,contra
D078,Unión por la Patria,ley_bases,contra
D078,Unión por la Patria,reforma_laboral,contra
D078,Unión por la Patria,presupuesto,contra
D078,Unión por la Patria,privatizaciones,contra
D078,Unión por la Patria,retenciones_agro,ausente
D078,Unión por la Patria,coparticipacion,favor
D078,Unión por la Patria,obra_publica_prov,favor
D078,Unión por la Patria,emergencia_jubilados,favor
D078,Unión por la Patria,financiamiento_univ,ausente
D078,Unión por la Patria,salud_emergencia,favor
D078,Unión por la Patria,boleta_unica,ausente
D078,Unión por la Patria,ficha_limpia,contra
D078,Unión por la Patria,reforma_politica,favor
D078,Unión por la Patria,dnu_delegadas,contra
D078,Unión por la Patria,tarifas_energia,contra
D079,Unión por la Patria,ley_bases,contra
D079,Unión por la Patria,reforma_laboral,contra
D079,Unión por la Patria,presupuesto,contra
D079,Unión por la Patria,privatizaciones,contra
D079,Unión por la Patria,retenciones_agro,favor
D079,Unión por la Patria,coparticipacion,ausente
D079,Unión por la Patria,obra_publica_prov,ausente
D079,Unión por la Patria,emergencia_jubilados,favor
D079,Unión por la Patria,financiamiento_univ,favor
D079,Unión por la Patria,salud_emergencia,ausente
D079,Unión por la Patria,boleta_unica,ausente
D079,Unión por la Patria,ficha_limpia,favor
D079,Unión por la Patria,reforma_politica,favor
D079,Unión por la Patria,dnu_delegadas,contra
D079,Unión por la Patria,tarifas_energia,favor
D080,Unión por la Patria,ley_bases,contra
D080,Unión por la Patria,reforma_laboral,contra
D080,Unión por la Patria,presupuesto,contra
D080,Unión por la Patria,privatizaciones,contra
D080,Unión por la Patria,retenciones_agro,favor
D080,Unión por la Patria,coparticipacion,favor
D080,Unión por la Patria,obra_publica_prov,ausente
D080,Unión por la Patria,emergencia_jubilados,favor
D080,Unión por la Patria,financiamiento_univ,favor
D080,Unión por la Patria,salud_emergencia,favor
D080,Unión por la Patria,boleta_unica,favor
D080,Unión por la Patria,ficha_limpia,favor
D080,Unión por la Patria,reforma_politica,favor
D080,Unión por la Patria,dnu_delegadas,contra
D080,Unión por la Patria,tarifas_energia,contra
D081,Unión por la Patria,ley_bases,contra
D081,Unión por la Patria,reforma_laboral,ausente
D081,Unión por la Patria,presupuesto,contra
D081,Unión por la Patria,privatizaciones,contra
D081,Unión por la Patria,retenciones_agro,contra
D081,Unión por la Patria,coparticipacion,favor
